gender,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,TechSupport,PaymentMethod,Churn
Female,0,29,103.63,2987.62,Month-to-month,Fiber optic,No,Credit card,Yes
Female,0,21,41.55,1468.36,Month-to-month,No,No,Mailed check,No
Female,1,65,32.05,2060.99,Month-to-month,DSL,Yes,Mailed check,No
Male,0,11,105.15,1509.9,Month-to-month,DSL,Yes,Bank transfer,No
Female,0,35,35.66,1348.5,Month-to-month,Fiber optic,No,Credit card,No
Female,0,17,117.48,1886.42,One year,Fiber optic,No,Bank transfer,No
Female,0,52,104.25,5276.85,Month-to-month,DSL,No,Credit card,Yes
Male,0,70,70.09,4904.85,Month-to-month,DSL,No,Credit card,Yes
Male,1,0,118.14,-225.29,Month-to-month,Fiber optic,No,Credit card,No
Female,1,57,29.74,1522.41,Month-to-month,Fiber optic,No,Credit card,No
Male,0,5,50.31,166.94,Month-to-month,DSL,Yes,Credit card,No
Male,0,69,83.82,5842.25,One year,No,Yes,Electronic check,No
Male,1,43,55.0,2730.2,One year,Fiber optic,No,Mailed check,No
Male,0,71,112.84,7914.65,Month-to-month,Fiber optic,No,Credit card,No
Male,1,23,26.56,703.18,Two year,Fiber optic,No,Credit card,Yes
Male,0,18,74.94,1023.34,Month-to-month,Fiber optic,No,Bank transfer,No
Male,0,17,79.09,1556.59,Two year,DSL,No,Mailed check,No
Male,0,29,85.27,2128.49,One year,DSL,No,Mailed check,Yes
Male,0,41,45.57,2028.05,One year,Fiber optic,No,Mailed check,No
Male,0,32,56.46,1790.54,Month-to-month,Fiber optic,No,Credit card,Yes
Female,0,11,104.37,1123.94,Month-to-month,DSL,No,Bank transfer,Yes
Female,0,26,39.49,966.69,Month-to-month,No,No,Mailed check,No
Male,0,38,102.69,3641.97,One year,Fiber optic,Yes,Bank transfer,No
Female,0,8,76.27,360.51,Month-to-month,DSL,No,Electronic check,Yes
Female,1,20,96.22,2091.7,One year,DSL,No,Electronic check,No
Male,1,28,91.36,2560.47,Month-to-month,DSL,No,Bank transfer,No
Male,0,32,40.75,1242.49,One year,Fiber optic,No,Credit card,No
Male,1,61,76.88,4778.36,Month-to-month,No,No,Mailed check,No
Female,0,14,106.77,1515.04,Month-to-month,Fiber optic,Yes,Electronic check,No
Female,0,1,63.21,-95.38,Month-to-month,No,No,Electronic check,Yes
Male,1,51,116.66,6441.86,Month-to-month,Fiber optic,Yes,Bank transfer,No
Male,0,43,65.22,2952.61,Month-to-month,Fiber optic,Yes,Credit card,No
Male,0,53,34.28,1842.25,One year,Fiber optic,No,Bank transfer,No
Female,1,17,58.94,899.26,Month-to-month,Fiber optic,No,Bank transfer,No
Female,0,2,115.17,420.89,Month-to-month,Fiber optic,No,Bank transfer,No
Female,1,6,51.97,154.31,One year,DSL,No,Bank transfer,No
Female,1,42,106.81,4311.67,Month-to-month,Fiber optic,No,Bank transfer,Yes
Male,0,37,108.13,4339.48,Two year,DSL,Yes,Credit card,No
Male,1,36,55.02,1986.86,Two year,Fiber optic,Yes,Bank transfer,No
Male,0,57,28.33,1462.14,Month-to-month,Fiber optic,No,Credit card,No
Male,0,32,92.46,2959.86,Month-to-month,DSL,Yes,Mailed check,Yes
Female,0,58,51.15,3136.74,Month-to-month,DSL,No,Mailed check,No
Female,1,10,98.29,1107.15,One year,Fiber optic,No,Mailed check,Yes
Male,0,67,64.27,4500.94,Month-to-month,Fiber optic,No,Mailed check,Yes
Male,0,67,68.53,4341.6,One year,DSL,Yes,Electronic check,No
Female,0,21,97.79,2243.42,One year,Fiber optic,No,Credit card,Yes
Male,0,65,58.24,3749.79,Month-to-month,DSL,No,Mailed check,Yes
Female,0,43,64.31,2783.15,One year,DSL,Yes,Electronic check,No
Male,0,5,57.62,530.0,One year,DSL,No,Credit card,No
Male,0,41,56.73,2466.48,Month-to-month,DSL,No,Electronic check,Yes
Male,0,24,72.59,1812.37,Two year,Fiber optic,No,Electronic check,No
Male,1,56,100.88,5252.48,One year,No,No,Bank transfer,No
Male,0,54,56.18,3024.62,Month-to-month,Fiber optic,Yes,Electronic check,No
Male,0,15,72.43,929.51,Month-to-month,Fiber optic,No,Electronic check,Yes
Male,1,13,87.07,1274.12,Month-to-month,DSL,No,Credit card,No
Female,0,38,46.94,1981.91,Month-to-month,Fiber optic,Yes,Electronic check,Yes
Female,1,27,47.75,1228.84,Two year,DSL,No,Bank transfer,No
Female,0,50,113.34,5533.59,Month-to-month,Fiber optic,Yes,Mailed check,No
Female,1,48,92.35,4744.06,One year,No,No,Mailed check,Yes
Female,0,8,77.72,501.13,Month-to-month,DSL,Yes,Credit card,No
Male,0,57,84.77,4592.98,Month-to-month,Fiber optic,No,Credit card,Yes
Male,0,44,22.93,842.39,Two year,DSL,No,Electronic check,Yes
Female,1,21,81.81,1607.01,Two year,DSL,No,Credit card,No
Male,0,31,70.95,2027.18,Month-to-month,DSL,No,Electronic check,No
Female,0,68,74.57,5239.84,Month-to-month,DSL,No,Credit card,Yes
Female,0,68,55.94,3364.34,Month-to-month,DSL,No,Mailed check,Yes
Male,0,41,28.15,977.64,Month-to-month,DSL,No,Mailed check,Yes
Male,0,52,39.33,2035.66,Month-to-month,Fiber optic,No,Mailed check,No
Male,0,58,115.07,6716.11,Month-to-month,DSL,No,Mailed check,No
Female,1,38,60.87,2651.43,Two year,Fiber optic,No,Electronic check,No
Male,0,14,66.67,1242.43,Month-to-month,No,No,Electronic check,Yes
Female,0,70,25.27,1448.75,Two year,Fiber optic,No,Electronic check,No
Female,0,28,23.76,283.67,One year,DSL,Yes,Mailed check,No
Female,0,2,91.72,188.43,Month-to-month,DSL,No,Bank transfer,No
Male,0,9,73.81,529.65,Two year,Fiber optic,Yes,Mailed check,No
Male,0,28,70.87,1745.95,Month-to-month,Fiber optic,No,Mailed check,Yes
Female,0,34,44.31,1509.76,Two year,Fiber optic,Yes,Bank transfer,No
Male,0,5,94.48,518.54,Month-to-month,DSL,No,Bank transfer,Yes
Male,0,11,36.82,237.23,Month-to-month,Fiber optic,No,Credit card,No
Male,1,37,38.99,1317.81,Two year,DSL,No,Mailed check,No
Female,1,18,66.07,1036.85,Month-to-month,No,No,Bank transfer,No
Female,0,66,48.63,3127.28,Two year,Fiber optic,No,Credit card,No
Male,1,7,44.75,421.54,Two year,DSL,No,Bank transfer,Yes
Female,0,7,84.52,376.06,Month-to-month,Fiber optic,No,Bank transfer,No
Male,0,46,85.1,3786.46,Month-to-month,DSL,No,Credit card,No
Male,0,3,102.45,227.49,Month-to-month,Fiber optic,No,Mailed check,No
Male,0,50,61.77,3087.15,One year,Fiber optic,No,Credit card,No
Male,0,66,27.31,1857.66,One year,Fiber optic,Yes,Mailed check,No
Female,0,44,47.37,2492.73,Month-to-month,DSL,No,Bank transfer,Yes
Female,0,7,118.0,940.43,Month-to-month,DSL,No,Credit card,No
Female,0,15,79.63,1313.64,One year,Fiber optic,No,Electronic check,No
Male,0,66,90.97,5950.7,Month-to-month,Fiber optic,No,Bank transfer,No
Male,0,8,20.74,-30.05,One year,Fiber optic,No,Credit card,No
Male,0,59,71.82,4131.74,One year,DSL,No,Bank transfer,No
Female,0,70,23.75,1520.43,Two year,DSL,Yes,Credit card,No
Male,1,14,76.92,1155.33,Month-to-month,No,No,Mailed check,Yes
Female,1,70,112.08,7515.34,Month-to-month,Fiber optic,Yes,Electronic check,No
Female,0,40,116.84,4792.11,Month-to-month,Fiber optic,No,Bank transfer,Yes
Female,1,21,74.06,1531.81,Month-to-month,Fiber optic,No,Electronic check,No
Female,0,23,65.82,1660.53,Two year,Fiber optic,Yes,Mailed check,No
Female,0,43,114.5,4778.72,Month-to-month,DSL,No,Credit card,Yes
Female,0,0,87.36,-180.27,One year,DSL,No,Electronic check,Yes
Male,0,9,26.49,157.08,Month-to-month,Fiber optic,Yes,Credit card,No
Male,1,71,66.57,4640.34,Month-to-month,Fiber optic,No,Mailed check,Yes
Female,0,55,44.02,2582.37,Month-to-month,Fiber optic,Yes,Bank transfer,Yes
Female,0,49,66.98,3441.38,One year,Fiber optic,No,Mailed check,No
Male,0,11,65.55,1102.05,Month-to-month,DSL,No,Electronic check,No
Female,0,59,78.21,4515.29,Month-to-month,DSL,No,Electronic check,Yes
Female,1,25,55.68,722.49,Two year,No,No,Electronic check,No
Male,0,40,36.43,1375.32,Month-to-month,Fiber optic,No,Credit card,No
Female,0,35,70.37,2509.08,Month-to-month,Fiber optic,Yes,Bank transfer,Yes
Female,0,22,103.02,2409.35,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,0,42,86.4,3689.52,Month-to-month,Fiber optic,No,Electronic check,No
Male,0,5,53.84,169.94,Two year,DSL,Yes,Electronic check,No
Male,0,68,113.55,8064.23,Month-to-month,Fiber optic,No,Mailed check,Yes
Male,0,42,111.22,4464.49,Month-to-month,Fiber optic,Yes,Electronic check,No
Female,0,24,40.93,927.39,Month-to-month,Fiber optic,No,Mailed check,No
Female,1,17,23.94,191.0,One year,Fiber optic,No,Electronic check,No
Male,1,61,94.13,5745.85,Month-to-month,DSL,No,Mailed check,Yes
Female,0,12,102.76,1550.92,One year,DSL,No,Credit card,No
Female,0,42,116.79,4876.99,Month-to-month,DSL,No,Credit card,Yes
Female,0,27,108.98,2915.5,Month-to-month,DSL,Yes,Mailed check,No
Female,0,17,80.05,1021.66,One year,No,No,Bank transfer,No
Female,0,58,73.01,4177.18,Month-to-month,Fiber optic,No,Bank transfer,No
Male,0,59,22.78,1574.12,Two year,Fiber optic,No,Mailed check,No
Female,0,62,44.67,2719.49,Month-to-month,Fiber optic,No,Credit card,No
Male,0,56,65.96,3630.2,One year,DSL,Yes,Mailed check,No
Female,0,50,82.85,4363.64,Month-to-month,No,No,Bank transfer,No
Male,0,55,75.73,4102.44,One year,DSL,Yes,Mailed check,No
Female,0,26,94.26,2709.17,Month-to-month,DSL,Yes,Credit card,No
Male,0,31,47.98,1230.45,Month-to-month,Fiber optic,No,Bank transfer,Yes
Female,0,8,76.5,747.57,Month-to-month,Fiber optic,Yes,Bank transfer,No
Male,0,67,28.81,2259.54,Month-to-month,Fiber optic,Yes,Electronic check,No
Female,0,45,61.37,2963.22,Month-to-month,DSL,No,Electronic check,Yes
Male,0,66,95.02,5897.87,Month-to-month,Fiber optic,Yes,Bank transfer,Yes
Female,0,25,89.34,2105.84,Month-to-month,DSL,Yes,Bank transfer,No
Male,0,7,119.06,785.03,One year,DSL,Yes,Mailed check,No
Male,1,5,47.79,440.94,One year,Fiber optic,Yes,Credit card,Yes
Female,0,23,69.82,1339.54,One year,Fiber optic,No,Bank transfer,No
Female,0,47,52.95,2284.86,Month-to-month,Fiber optic,No,Credit card,No
Male,0,44,64.06,2497.61,Month-to-month,Fiber optic,No,Bank transfer,Yes
Female,0,12,105.7,1103.24,Month-to-month,Fiber optic,No,Credit card,No
Male,0,68,88.42,5762.24,One year,Fiber optic,Yes,Electronic check,No
Male,0,24,108.24,2917.34,Month-to-month,Fiber optic,Yes,Bank transfer,No
Male,0,19,40.35,637.17,Month-to-month,Fiber optic,Yes,Mailed check,Yes
Female,1,65,107.34,7115.29,One year,No,No,Credit card,Yes
Male,0,44,25.98,1146.71,Month-to-month,No,No,Bank transfer,No
Male,0,46,108.86,5008.35,Two year,DSL,No,Electronic check,No
Female,1,62,52.91,3162.13,Two year,Fiber optic,No,Electronic check,Yes
Female,0,54,51.46,2932.84,Month-to-month,Fiber optic,Yes,Electronic check,Yes
Female,1,18,71.21,1312.65,Month-to-month,DSL,No,Electronic check,Yes
Female,0,34,114.07,3897.73,Month-to-month,Fiber optic,No,Bank transfer,No
Male,1,52,24.78,1169.88,One year,DSL,No,Mailed check,No
Male,0,25,55.22,1294.54,Month-to-month,Fiber optic,No,Credit card,No
Male,0,13,105.66,1491.36,One year,Fiber optic,No,Mailed check,Yes
Male,0,44,59.61,2668.85,Month-to-month,DSL,No,Credit card,No
Female,0,43,39.92,1741.25,Month-to-month,Fiber optic,No,Mailed check,No
Male,0,64,62.48,3847.91,Month-to-month,No,No,Bank transfer,No
Male,0,50,58.56,3316.82,One year,Fiber optic,No,Bank transfer,No
Female,0,42,111.54,4588.74,Month-to-month,DSL,Yes,Credit card,No
Male,0,22,96.19,2110.13,One year,Fiber optic,No,Bank transfer,Yes
Male,0,55,70.51,3840.64,Month-to-month,Fiber optic,No,Credit card,Yes
Male,0,18,118.84,2530.06,Month-to-month,Fiber optic,Yes,Mailed check,No
Male,1,54,66.53,3534.46,Two year,Fiber optic,No,Bank transfer,No
Male,0,59,25.82,1446.91,Two year,Fiber optic,Yes,Bank transfer,No
Male,1,58,46.23,2705.0,Month-to-month,Fiber optic,No,Credit card,No
Female,0,32,63.61,1896.81,Month-to-month,Fiber optic,No,Credit card,No
Female,0,18,35.69,664.74,One year,DSL,No,Credit card,Yes
Male,0,27,114.76,3572.84,Month-to-month,Fiber optic,Yes,Credit card,No
Male,0,51,96.68,4990.62,Month-to-month,Fiber optic,No,Electronic check,No
Female,0,48,46.83,2300.49,Two year,Fiber optic,No,Credit card,No
Male,0,36,79.08,2703.3,Month-to-month,DSL,No,Electronic check,No
Male,0,25,92.14,2645.34,Month-to-month,DSL,No,Mailed check,No
Male,1,39,114.13,4838.88,Month-to-month,DSL,No,Credit card,No
Female,0,37,108.16,4172.46,One year,DSL,No,Electronic check,No
Male,0,53,71.52,3921.33,One year,Fiber optic,Yes,Electronic check,No
Female,0,21,97.47,1999.92,Month-to-month,DSL,Yes,Electronic check,No
Male,0,15,76.21,1221.42,Month-to-month,Fiber optic,No,Bank transfer,No
Female,0,27,75.27,1865.26,Month-to-month,DSL,Yes,Electronic check,No
Female,0,34,31.47,844.76,One year,DSL,No,Credit card,No
Male,0,59,32.61,1626.52,Month-to-month,Fiber optic,Yes,Credit card,No
Female,0,44,72.95,3291.93,Two year,DSL,No,Credit card,No
Male,0,45,46.89,1834.38,Month-to-month,Fiber optic,No,Electronic check,No
Female,1,71,22.1,1469.17,Two year,DSL,No,Electronic check,No
Male,1,54,92.28,4970.87,Month-to-month,Fiber optic,No,Bank transfer,No
Male,0,25,23.25,780.31,One year,Fiber optic,Yes,Mailed check,No
Female,0,24,79.53,1793.08,Month-to-month,Fiber optic,No,Bank transfer,Yes
Male,0,64,73.92,4953.53,Month-to-month,DSL,No,Credit card,Yes
Male,1,5,116.88,772.23,Two year,Fiber optic,No,Credit card,No
Female,0,22,68.42,1290.98,Two year,Fiber optic,No,Credit card,No
Male,0,63,26.36,1885.25,Month-to-month,No,No,Bank transfer,Yes
Male,0,42,75.17,3100.42,One year,Fiber optic,No,Credit card,No
Female,0,22,104.11,2190.63,Month-to-month,DSL,No,Credit card,Yes
Female,0,29,119.68,3414.85,Two year,No,No,Credit card,No
Male,0,17,63.03,1070.81,Month-to-month,DSL,No,Electronic check,Yes
Male,0,20,52.03,957.59,Month-to-month,DSL,No,Mailed check,Yes
Female,0,56,110.67,6029.58,Month-to-month,Fiber optic,No,Electronic check,No
Female,0,22,39.12,710.39,Month-to-month,DSL,Yes,Electronic check,No
Male,0,44,81.54,3615.55,Two year,DSL,No,Mailed check,No
Female,0,43,60.57,2572.42,Month-to-month,DSL,No,Mailed check,No
Male,0,46,24.11,1214.52,Month-to-month,Fiber optic,No,Bank transfer,No
Male,1,39,54.73,2144.94,Month-to-month,Fiber optic,No,Mailed check,Yes
Male,0,50,46.52,2341.4,One year,Fiber optic,No,Bank transfer,No
Male,0,41,88.61,3751.57,Month-to-month,DSL,No,Bank transfer,Yes
Male,0,6,114.88,973.06,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,0,49,46.8,2585.0,Two year,No,No,Credit card,No
Female,0,47,101.15,5022.13,Month-to-month,Fiber optic,Yes,Electronic check,Yes
Female,0,5,25.54,301.79,One year,DSL,Yes,Electronic check,No
Female,1,8,73.81,1007.56,One year,No,Yes,Mailed check,No
Male,0,56,27.06,1602.92,Month-to-month,Fiber optic,No,Mailed check,Yes
Male,0,30,113.4,3467.11,Two year,DSL,No,Bank transfer,No
Male,0,20,96.64,2381.58,One year,DSL,Yes,Bank transfer,No
Male,0,39,85.79,2800.62,Month-to-month,DSL,No,Bank transfer,No
Female,0,44,102.39,4462.38,Month-to-month,Fiber optic,No,Mailed check,No
Male,0,48,84.75,4318.5,One year,DSL,Yes,Bank transfer,No
Male,0,19,116.89,2416.96,Month-to-month,Fiber optic,No,Bank transfer,Yes
Female,0,16,91.4,1975.53,Two year,DSL,No,Mailed check,No
Female,0,27,112.47,3058.19,Month-to-month,No,No,Credit card,Yes
Female,0,40,71.71,2782.24,Month-to-month,DSL,No,Electronic check,No
Female,0,65,31.71,1994.73,Month-to-month,No,No,Mailed check,No
Male,0,24,72.82,1811.29,Month-to-month,No,No,Bank transfer,No
Male,1,57,32.69,2187.66,Month-to-month,DSL,No,Electronic check,No
Female,0,40,79.25,3496.83,Two year,Fiber optic,No,Mailed check,No
Male,0,5,68.25,330.05,One year,DSL,No,Electronic check,Yes
Male,0,37,82.26,3094.22,One year,No,No,Electronic check,No
Male,0,5,21.0,-17.32,One year,Fiber optic,No,Credit card,No
Female,0,44,39.48,1635.68,One year,DSL,Yes,Bank transfer,No
Male,0,13,69.13,1107.94,Month-to-month,DSL,No,Mailed check,No
Female,1,65,115.05,7798.69,Two year,DSL,No,Bank transfer,No
Male,0,39,58.36,2136.58,Month-to-month,No,No,Credit card,No
Male,0,2,62.44,173.47,Two year,Fiber optic,Yes,Credit card,No
Male,0,23,91.47,2055.19,One year,Fiber optic,Yes,Mailed check,No
Female,1,18,80.38,1619.61,Month-to-month,DSL,No,Mailed check,No
Male,0,17,49.89,770.43,Month-to-month,DSL,Yes,Credit card,No
Female,0,63,61.08,3462.75,Month-to-month,No,No,Mailed check,No
Female,0,34,41.77,1620.92,Month-to-month,DSL,No,Electronic check,Yes
Female,0,61,116.6,7051.9,Month-to-month,No,No,Electronic check,No
Male,0,0,33.06,-39.89,Month-to-month,DSL,Yes,Credit card,No
Male,0,24,57.18,1459.44,Month-to-month,DSL,Yes,Bank transfer,No
Male,0,44,22.58,1064.09,Two year,Fiber optic,Yes,Mailed check,No
Male,0,48,42.18,2115.86,One year,No,Yes,Mailed check,No
Female,0,15,98.05,1144.8,Two year,No,No,Electronic check,No
Female,0,18,40.12,833.42,One year,DSL,No,Mailed check,No
Female,0,22,28.01,234.41,Month-to-month,DSL,Yes,Bank transfer,Yes
Male,1,24,67.45,1772.71,Month-to-month,Fiber optic,Yes,Mailed check,No
Female,1,15,21.0,538.68,One year,Fiber optic,Yes,Mailed check,No
Male,0,53,28.48,1235.74,Two year,Fiber optic,No,Electronic check,No
Female,1,0,100.76,65.69,Month-to-month,DSL,No,Mailed check,No
Male,0,41,97.15,4194.59,Two year,No,No,Credit card,No
Male,0,18,111.51,1917.38,Two year,Fiber optic,No,Credit card,No
Female,0,33,105.45,3614.58,One year,Fiber optic,No,Bank transfer,No
Female,0,54,88.32,4212.2,Two year,Fiber optic,No,Bank transfer,No
Female,0,17,25.23,648.55,Month-to-month,Fiber optic,Yes,Bank transfer,No
Female,0,33,98.28,3249.24,Two year,No,No,Bank transfer,Yes
Male,0,44,104.55,4548.63,One year,Fiber optic,Yes,Electronic check,No
Female,0,5,99.91,696.36,Month-to-month,Fiber optic,No,Mailed check,Yes
Female,0,20,70.85,1762.86,Two year,No,Yes,Electronic check,No
Female,0,69,43.29,3084.15,Month-to-month,Fiber optic,No,Bank transfer,No
Male,0,47,104.53,5234.65,Month-to-month,Fiber optic,Yes,Mailed check,No
Male,0,38,92.72,3212.7,Month-to-month,DSL,No,Credit card,No
Female,1,30,118.08,3675.59,Month-to-month,DSL,No,Electronic check,No
Male,1,9,35.57,293.73,Month-to-month,DSL,No,Mailed check,No
Female,0,29,42.57,1076.89,One year,DSL,No,Credit card,No
Male,1,17,41.18,314.32,Month-to-month,DSL,No,Credit card,No
Male,0,59,99.25,5978.11,Month-to-month,DSL,No,Bank transfer,No
Male,1,14,38.69,716.72,Month-to-month,DSL,No,Credit card,No
Male,0,3,26.67,348.41,Month-to-month,Fiber optic,Yes,Credit card,No
Female,0,62,119.86,7666.62,One year,DSL,No,Bank transfer,No
Female,0,39,22.48,722.38,One year,DSL,No,Mailed check,No
Female,0,8,103.52,1086.3,Two year,Fiber optic,No,Mailed check,No
Male,0,8,56.54,731.59,One year,Fiber optic,No,Bank transfer,No
Female,0,25,104.16,2552.0,Month-to-month,Fiber optic,No,Electronic check,No
Female,0,3,75.46,232.07,Two year,Fiber optic,No,Bank transfer,No
Female,0,15,110.16,1465.57,One year,Fiber optic,No,Mailed check,No
Male,0,14,112.62,1872.86,Month-to-month,Fiber optic,No,Electronic check,No
Male,1,51,20.91,764.05,One year,Fiber optic,Yes,Bank transfer,No
Male,0,68,27.54,1979.71,Two year,No,Yes,Mailed check,No
Female,0,4,45.04,60.79,One year,Fiber optic,No,Mailed check,Yes
Female,0,19,86.93,1430.1,Month-to-month,Fiber optic,No,Mailed check,No
Female,0,17,108.83,1475.16,One year,Fiber optic,No,Credit card,No
Male,0,1,65.99,22.91,Month-to-month,DSL,Yes,Credit card,No
Male,1,12,80.7,715.48,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,0,3,38.85,127.83,Month-to-month,No,No,Electronic check,Yes
Male,0,41,100.5,4474.37,Month-to-month,Fiber optic,No,Electronic check,No
Male,1,60,116.73,7043.7,Month-to-month,No,No,Credit card,Yes
Male,0,7,46.86,727.48,Month-to-month,Fiber optic,No,Electronic check,No
Male,0,66,69.48,4389.23,One year,No,Yes,Mailed check,No
Female,0,62,28.61,1517.63,One year,Fiber optic,No,Mailed check,No
Male,0,8,75.91,401.88,Two year,DSL,No,Electronic check,Yes
Male,0,10,70.28,689.78,Month-to-month,Fiber optic,No,Electronic check,No
Male,0,41,34.44,1956.63,Month-to-month,DSL,Yes,Credit card,No
Male,0,12,64.21,438.1,Two year,DSL,No,Mailed check,No
Female,1,35,53.41,1993.28,Month-to-month,Fiber optic,Yes,Bank transfer,No
Female,0,12,72.18,726.17,One year,DSL,No,Bank transfer,No
Male,0,11,78.57,819.51,One year,Fiber optic,Yes,Credit card,Yes
Male,0,36,20.85,499.0,Month-to-month,DSL,Yes,Credit card,No
Male,0,51,96.1,5076.93,Two year,DSL,Yes,Credit card,No
Male,0,70,91.3,6382.21,One year,No,Yes,Mailed check,No
Male,0,1,56.63,274.12,Month-to-month,DSL,Yes,Electronic check,No
Male,1,55,25.29,1426.0,Month-to-month,Fiber optic,No,Electronic check,No
Female,0,59,95.49,5247.59,Month-to-month,Fiber optic,Yes,Credit card,Yes
Male,0,22,115.52,2760.75,Month-to-month,Fiber optic,No,Mailed check,No
Female,0,39,44.02,1314.18,Month-to-month,No,Yes,Bank transfer,No
Female,0,63,52.35,2924.07,Month-to-month,Fiber optic,No,Credit card,No
Male,0,22,38.38,660.92,Month-to-month,Fiber optic,No,Mailed check,No
Female,0,28,77.69,1994.55,Two year,Fiber optic,Yes,Credit card,No
Female,0,50,35.48,2053.2,Month-to-month,DSL,No,Mailed check,No
Female,0,68,55.62,3747.93,Month-to-month,Fiber optic,Yes,Mailed check,No
Female,1,30,89.7,2940.48,Month-to-month,No,No,Credit card,Yes
Female,1,49,76.01,3610.91,Month-to-month,Fiber optic,No,Electronic check,No
Female,0,19,58.65,1177.88,Month-to-month,Fiber optic,Yes,Credit card,No
Male,1,54,62.02,3443.89,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,0,1,76.21,215.42,Month-to-month,Fiber optic,Yes,Electronic check,Yes
Female,1,24,20.59,401.17,One year,No,No,Bank transfer,No
Female,0,12,27.85,258.63,Two year,DSL,No,Mailed check,No
Male,1,69,108.13,7401.34,Month-to-month,DSL,No,Credit card,No
Female,1,66,27.79,1503.66,Month-to-month,Fiber optic,No,Mailed check,No
Male,0,57,90.68,5151.98,One year,Fiber optic,Yes,Bank transfer,No
Female,1,63,112.0,6979.26,One year,DSL,Yes,Electronic check,No
Male,0,68,47.07,3316.77,Month-to-month,DSL,Yes,Credit card,No
Male,0,58,57.05,3327.16,Two year,DSL,No,Mailed check,No
Female,0,59,76.89,4803.79,Month-to-month,No,Yes,Bank transfer,Yes
Female,0,61,108.17,6612.39,Month-to-month,Fiber optic,No,Electronic check,Yes
Male,0,15,114.19,1600.41,One year,Fiber optic,No,Electronic check,Yes
Female,0,67,93.96,6306.86,Two year,DSL,Yes,Mailed check,No
Male,1,14,28.66,546.07,One year,DSL,No,Electronic check,No
Male,0,54,86.92,4339.04,Month-to-month,DSL,No,Bank transfer,Yes
Male,0,34,61.03,1931.97,Month-to-month,DSL,No,Electronic check,Yes
Male,1,54,67.07,3482.94,Month-to-month,No,No,Credit card,No
Male,1,13,24.91,406.03,Month-to-month,No,No,Credit card,No
Female,1,48,39.11,1982.74,One year,DSL,No,Mailed check,Yes
Male,0,6,99.05,614.55,One year,DSL,No,Bank transfer,No
Male,1,29,65.4,1400.87,One year,DSL,No,Electronic check,No
Female,0,48,50.17,2077.78,Two year,Fiber optic,Yes,Electronic check,No
Male,0,15,58.4,828.21,Month-to-month,DSL,No,Electronic check,Yes
Female,0,50,105.44,5171.71,Two year,DSL,Yes,Credit card,No
Female,0,71,94.9,6738.97,One year,DSL,Yes,Bank transfer,No
Female,0,41,47.23,1842.55,Month-to-month,Fiber optic,No,Electronic check,Yes
Male,0,16,31.75,814.33,One year,Fiber optic,No,Mailed check,No
Male,0,62,45.2,2343.61,Month-to-month,Fiber optic,No,Bank transfer,No
Male,0,44,112.08,4992.05,One year,DSL,Yes,Bank transfer,No
Female,0,6,78.16,634.56,Month-to-month,No,No,Electronic check,Yes
Male,0,26,73.35,2047.41,Month-to-month,No,No,Credit card,Yes
Female,0,9,79.64,874.21,One year,DSL,Yes,Bank transfer,Yes
Male,0,33,56.6,2054.02,One year,DSL,No,Mailed check,No
Female,0,35,100.71,3404.05,Month-to-month,Fiber optic,No,Bank transfer,Yes
Male,0,24,72.33,1515.62,Month-to-month,DSL,No,Credit card,Yes
Male,1,5,31.67,-248.59,Month-to-month,Fiber optic,Yes,Mailed check,No
Male,0,23,32.91,684.41,Month-to-month,Fiber optic,Yes,Credit card,No
Female,0,17,73.69,1097.22,Two year,Fiber optic,No,Electronic check,Yes
Female,0,5,113.66,800.62,Two year,DSL,No,Bank transfer,No
Male,0,28,50.84,1366.01,Month-to-month,Fiber optic,No,Mailed check,No
Male,1,24,106.95,2360.72,One year,No,Yes,Credit card,No
Female,0,54,96.41,4968.43,Month-to-month,DSL,No,Electronic check,No
Female,0,45,44.78,2412.86,One year,Fiber optic,No,Mailed check,No
Female,0,23,23.63,539.07,Month-to-month,DSL,Yes,Bank transfer,No
Male,0,25,30.18,598.2,Month-to-month,DSL,No,Bank transfer,No
Female,0,27,92.85,2531.76,One year,Fiber optic,No,Credit card,No
Male,0,2,39.97,459.32,Month-to-month,DSL,Yes,Mailed check,Yes
Female,0,37,57.13,2035.87,One year,DSL,Yes,Electronic check,No
Male,0,60,70.17,4347.6,One year,DSL,No,Electronic check,No
Female,0,50,92.55,4864.79,Month-to-month,Fiber optic,No,Electronic check,No
Female,1,47,31.32,1093.76,Month-to-month,Fiber optic,No,Credit card,No
Female,1,20,60.64,1085.12,Two year,DSL,No,Electronic check,No
Female,0,53,68.51,3843.25,One year,Fiber optic,Yes,Mailed check,No
Female,0,55,74.08,3934.54,Month-to-month,DSL,No,Credit card,No
Male,0,58,101.84,5989.65,Month-to-month,Fiber optic,No,Bank transfer,Yes
Female,0,71,37.17,2487.37,One year,Fiber optic,Yes,Credit card,No
Female,0,50,100.78,4949.89,Month-to-month,Fiber optic,No,Credit card,Yes
Female,1,19,89.29,1583.04,Month-to-month,No,Yes,Credit card,No
